,Title,Content
501,Huge list of shelters,"Below we have compiled a list of shelters and humane society phone numbers
along with some serious mistakes that people make when looking for their pets.
Make sure you SCROLL down, it's a huge list. First start by checking on facebook
Under: ""For the Love of Louie"" they cross post dogs that are lost and found.

MICHIGAN HUMANE SOCIETY: #1 COMMON MISTAKE:

THEY ALLOW CITIZENS TO POST LOST AND FOUND PETS ON THEIR WEB PAGE.
HOWEVER, WE HAVE MET PEOPLE THAT THOUGHT THOSE DOGS WERE SITTING
AT THE SHELTERS. MHS DOES NOT POST THE STRAYS THEY HAVE FOUND. YOU MUST
VISIT THE SHELTERS. THE PETS POSTED ON THEIR WEBSITE ARE FROM PRIVATE
CITIZENS THAT ARE HOLDING YOUR DOG.
MHS:
DETROIT SHELTER:  show contact info
 WESTLAND SHELTER:  show contact info

ROCHESTER HILLS:  show contact info


NEW ADDITION and request from Huron Twp animal shelter.
Please call the police department at  show contact info
 and they will
contact the control officer as he does not have a phone at the
shelter that just opened back up.

WAYNE COUNTY (or bordering) SHELTERS AND FACILITES:
Grosse Pointe Park/Animal Control  show contact info

GROSSE POINTE, GPS, HARPER WOODS  show contact info

WOODHAVEN/TRENTON ANIMAL SHELTER  show contact info

ALLEN PARK SHELTER  show contact info

CITY OF WAYNE ANIMAL CONTROL  show contact info

CITY OF WYANDOTTE ANIMAL POUND  show contact info

BROWNSTOWN ANIMAL SHELTER  show contact info

DETROIT ANIMAL CONTROL  show contact info

FLAT ROCK ANIMAL SHELTER  show contact info

Lincoln Park NEW shelter
show contact info

ROMULUS ANIMAL SHELTER  show contact info

SOUTHGATE ANIMAL CONTROL  show contact info

SUMPTER TWP ANIMAL CONROL  show contact info

TAYLOR ANIMAL SHELTER  show contact info

TRENTON DOG POUND  show contact info

VAN BUREN TWP ANIMAL CONTROL  show contact info

MICHIGAN ANTI CRUELTY  show contact info

DEARBORN ANIMAL SHELTER  show contact info

REDFORD RESIDENTS GO TO Michigan Humane Society or call redford  show contact info

River Rouge Shelter 100 W. Pleasant St. River Rouge


OAKLAND COUNTY FACILITES:

OAKLAND county ANIMAL CONTROL  show contact info

SOUTHFIELD ANIMAL SHELTER  show contact info

ROYAL OAK SHELTER  show contact info

MI ANIMAL RESCUE LEAGUE  show contact info

BLOOMFIELD ANIMAL SHELTER  show contact info

CITY OF OAK PARK Shelter  show contact info

FERNDALE ANIMAL SHELTER  show contact info

HUNTINGTON WOODS ANIMAL SHELTER  show contact info

MADISON HEIGHTS ANIMAL CONTROL  show contact info

PLEASANT RIDGE DOG POUND  show contact info

HAZEL PARK  show contact info

LATHRUP VILLAGE  show contact info


MACOMB COUNTY ALSO HAS AN ISSUE WITH COMMON MISTAKES:
PEOPLE DON'T REALIZE THERE ARE TWO FACILITES. ANIMAL CONTROL
AND THE HUMANE SOCIETY.

MACOMB ANIMAL SHELTER  show contact info

HUMANE SOCIETY OF MACOMB  show contact info

New info: Sterling Heights, Roseville, Eastpointe and Warren are taking some strays to a vet clinic in Sterling Heights to hold when the shelter gets to packed. Their number is  show contact info


GENESEE COUNTY HAS THE SAME COMMON MISTAKE. THERE ARE TWO
FACILITIES LOCATED THERE.
GENESEE ANIMAL CONTROL SHELTER  show contact info

HUMANE SOCIETY OF GENESEE COUNTY  show contact info

UNFORTUNATELY WE HAVE AGAIN MET PEOPLE WHO
DID NOT REALIZE THERE ARE TWO FACILITIES AND WEEKS
HAD GONE BY BEFORE THEY REALIZED THERE WAS ANOTHER
PLACE TO LOOK FOR THEIR PET.

LIVINGSTON COUNTY HUMANE SOCIETY HAS A WEBSITE THAT LISTS
THE STRAYS THAT ARE AT THEIR FACILITY. HOWEVER, THEY ALSO
HAVE A LOST AND FOUND SECTION ON THEIR WEBPAGE FOR PRIVATE
CITIZENS TO POST ANIMAL THEY HAVE LOST OR FOUND. YOU MUST
REALIZE THERE ARE TWO LINKS ON THEIR WEB PAGE. STRAYS WHICH ARE THE DOGS
AT THEIR FACILITY AND THE LOST AND FOUND LINK. IN ORDER TO SEE THE FOUND
DOGS YOU WILL NEED TO SCROLL THROUGH THE ENTIRE LIST OF LOST DOGS TO
GET TO THE BOTTON WHERE YOU FIND THE FOUND DOGS.

HUMANE SOCIETY OF LIVINGSTON COUNTY  show contact info

LIVINGSTON COUNTY ANIMAL CONTROL  show contact info


LAPEER COUNTY ANIMAL CONTROL  show contact info


HUMANE SOCIETY OF HURON VALLEY  show contact info

HUMANE SOCIETY OF MONROE COUNTY  show contact info


FOR A COMPLETE LIST OF MICHIGAN SHELTERS AND HUMANE
SOCIETY VISIT WWW.MYHUMANESOCIETY.COM

ANOTHER HUGE MISTAKE MADE IS THE LACK OF KNOWLEDGE THAT
MANY SHELTERS WILL HAVE BOOKS WITH A LIST OF PRIVATE CITIZENS HOLDING
ON TO YOUR PET. THERE ARE ALSO BOOKS THAT HAVE A LIST OF DECEASED
PETS BROUGHT IN BY ANIMAL CONTROL. YOU MUST ASK EVERY SHELTER YOU VISIT
IF THEY HAVE A LIST COMPILED. GOOD LUCK AND PLEASE IF YOU GET YOUR
PET BACK, MICROCHIP THEM.


"
502,Lost Dog,"My beagle dog Zephan has been missing for almost 3 weeks. He ran away from my house in West Liberty, Iowa. Please contact me if you have any information.    "
503,Lost Black and white DSH cat w/ reward,"My black and white cat got out of my apartment on 11/6 near the Larned and Rivard intersection. He has a black spot on his nose, a white tipped tail, and amber eyes. He is very sweet and missed by his brother.

I am offering a reward for him to be brought home    "
504,LOST- TAN/WHITE SHIBA INU $500 Reward,"Orange/Tan/White small dog missing off of fenton and maple road. Possibly seen near hill road by exit ramp. 

Name: Momo
Female
Microchipped.  https://www.facebook.com/264553563570926/photos/a.265677033458579/7474332802592930    "
505,Milwaukee tool tote,Morning of 10/27 I lost a Milwaukee tool tote near hwy 60. My name is on the tool bag. Will offer a finders fee.    
506,Lost/missing/stolen,"My dog was last seen in the martin luthet king apts off chene and lafayette Nov5,2021 around 1:pm his name is BONE he loves people and kids he dosent like smaller animals he will jump up on you but he wont bite he has a birth mark on his nose that looks like the cancer ribbon if seen please contact me on fb at (JaquaioGMChampion) or take him into the pound or even call the police he is chiped    "
507,*REWARD* Lost Cat,Please help find Porky!  He slipped out of the apartment and has been gone since 11/6.  Please help bring him home! Reward for his safe return. Any information is greatly appreciated.    
508,Lost oil change suction can,"Mityvac suction canister.  Lost somewhere near Pierson Rd or side roads to McKinley rd.  Reward for return, thank you!

Had used motor oil in it with plastic hoses attached.    "
509,Blue parrotlet,"My blue parrotlet got out on accident and I love him and would really appreciate any news of you've seen him.

There is a reward!    "
510,Lost Cat,"My cat got out while visiting family in an unknown area. He is a little over a year old. His name is Meowsworth. He is orange tabby, large breed. He is fixed. If you have seen him or a cat similar, or heaven forbid, a deceased cat fitting the descrpiotion could you please email me. my phone is broken at this time, but i do have a google voice number i can use on the computer. email or text will be fine. please help me bring him home, or give me piece of mind.
Meowsworth is my baby, he is my best friend, and my daughter is completly heartbroken.
"
511,Juliana,Available Text Me    
512,Help bring Luna home,Please help bring my friends' dog home. She took off Thanksgiving morning in the metro Detroit area. Her name is Luna and she's just over a year old. Send me an email for more contact info. She has a collar with no tags. She's not microchipped. Thank you 🙏    
513,Lost Wedding ring,Hi...My Wedding ring must have slipped off my finger when My Daughter and I were shopping in Middleton and taking a tour of the UW campus last week. I am hoping someone came across it.    
514,lost a big bag of candy suckers taking a short cut threw the woods,feel sort of silly but really like to get them back............some was cream fill 1s which is my favorite kind    
515,Two goats found,Two goats found in cedar hill last niche.  Must be able to provide proof of ownership and know genders.    
516,Lost dog- Blonde yorkie/pug mix,"Lost blonde yorkie/pug mix, 10 years old and his name is Spanky. Last seen on Friday 12/3 in the Hawthorne subdivision (near the industrial area, by Graphic Packaging)    "
517,Lost Dog,Dog got out of gate. Please call if found. State Fair & Goulburn area.    
518,Found Male Tabby,"Light colored, small tabby cat found at our home. He is very sweet, likes to be held and pet, ""talks"" quite a bit. Please call or text if he is yours.


"
519,Found Milwaulkee Impact Drill,"12/6  Found- Milwaulkee Cordless Impact Driver smack dab in the center of the Crooks Rd McDonalds parking lot entrance. Owner engraved many numbers at inconspicuous location, so identification of true owner will be a sinch.    "
520,Found Cat 9/schoeherr,White cat found on Wellington St. near 9 and Schoenherr in Warren. It’s been on our front porch for a few weeks now. Call Chris at 586 393 zero nine five one if it is yours.    
521,Dennis Lankton Powder Horn,"Found Scrimshaw Powder Horn. On it is inscribed ""Dennis Lankton * His Horn"".    "
522,Lost Dog Red and White Border Collie,"Local dog lost in the Red River Gorge.  Red and White Border Collie with one testicle and missing one of his lower K9’s teeth.  Reward, no questions asked.    "
523,Lost Dog red white border cillie,"Lost male red and white border collie in red River gorge area of Kentucky.  He is a local dog not a tourist dog.  Missing since end of October.  Missing one of his K9 teeth and one testicle.  He is my registered emotional support animal.
Reward    "
524,LOST young Male Cat 48205,Young male cat no collar. Eastburn and Cordell ran out door on Nov 9th 2021 please send text or call    
525,Lost Purse - Purple with Silver Cross on it.,"My wife lost her purse in Hopkinsville, KY. It was purple with a silver cross on it. We would like to get it back because it had some irreplaceable medications in it that she needs and cannot get refilled. She thinks it was lost at or near the Murphy's gas station in front of Walmart on Fort Campbell Blvd. It would be most appreciated if we could get this back please. Thank you very much. : )    "
526,Found- New pink girls boots in front of 9 & Gratiot Rite-Aid,"Don't know who left them there, but found them late Monday Night on one of the benches as I was on my way home from work. If they are yours (assuming they haven't been picked up by now), I turned them in to the store, they should still have them I'd hope.    "
